Student_ID,Student_name,Year,CGPA,HACK_PART,PAP_PUB,Cod_Const,Total_Awards,TEA_ASST,CONST_SCORE,CORE_CRS_GRD,EAA,Overall_Score
989,David Rodriguez,2021,2.55,0,1,2,3,0,8.95,51.78,6,75.28
990,David Johnson,2020,2.08,2,2,1,4,0,3.22,48.62,8,70.92
991,Jane Smith,2021,3.53,0,0,5,0,0,6.3,40,7,61.83
992,Sarah Smith,2020,9.33,2,5,1,4,1,3.18,65.04,1,91.55
993,Sarah Davis,2020,3.62,1,0,6,1,0,3.04,59.04,4,77.7
994,Chris Garcia,2021,2.32,1,0,2,5,1,2.8,81.78,3,98.9
995,Sophia Rodriguez,2020,5.22,3,4,6,4,1,6.07,35.56,10,74.85
996,Jane Rodriguez,2020,6.78,0,4,3,3,1,8.41,21.66,9,56.85
997,Michael Garcia,2021,7.07,1,2,4,7,1,9.79,31.21,8,71.07
998,Michael Rodriguez,2021,4.91,0,2,1,7,0,2.21,59.22,9,85.34
999,Sophia Jones,2021,6.03,3,5,5,4,1,5.6,59.97,3,92.6
1000,Emily Smith,2020,7.48,2,4,4,7,0,9.12,78.84,7,119.44
1001,Michael Smith,2021,7.3,2,4,1,5,0,8.85,23.69,5,56.84
1002,Alex Garcia,2020,8.93,2,0,3,2,1,4.39,55.15,8,84.47
1003,Emily Smith,2021,3.33,1,2,4,1,0,1.54,54.63,3,70.5
1004,Emily Williams,2020,7.66,2,4,4,4,0,5.82,65.22,9,101.7
1005,Laura Martinez,2021,2.35,3,2,2,6,1,9.98,95.63,9,130.96
1006,Chris Garcia,2020,5.99,3,4,3,2,0,4.01,34.01,4,60.01
1007,Sarah Rodriguez,2021,1.73,0,0,1,0,0,3.26,47.53,5,58.52
1008,Jane Garcia,2020,2.81,0,1,2,3,1,3.97,23.07,10,46.85
1009,Laura Williams,2021,1.54,2,0,2,2,0,4.55,79.74,5,96.83
1010,Sophia Brown,2021,1.23,2,5,4,1,1,1.2,71.07,3,89.5
1011,Emily Jones,2020,5.91,3,1,4,5,1,7.52,97.17,9,133.6
1012,John Davis,2020,2.67,0,5,3,0,1,3.77,96.87,6,118.31
1013,Chris Davis,2020,5.16,2,2,2,0,0,8.7,92.09,3,114.95
1014,Laura Brown,2021,8.47,1,5,5,1,0,1.21,32.29,6,59.97
1015,Laura Martinez,2021,7.29,2,0,1,6,1,9.55,89.69,8,124.53
1016,Sarah Garcia,2021,9.53,0,2,2,1,0,5.02,36.26,1,56.81
1017,Laura Martinez,2020,4.73,1,1,3,3,0,4.55,80.03,3,100.31
1018,Michael Smith,2020,8.32,1,4,6,2,1,1.24,22.25,5,50.81
1019,Chris Smith,2021,4.2,3,0,3,1,1,5.04,21.02,10,48.26
1020,Chris Brown,2020,5.94,1,3,4,5,0,5.57,32.12,7,63.63
1021,Jane Martinez,2021,2.87,3,4,2,1,0,8.37,98.31,10,129.55
1022,Laura Jones,2020,6.53,2,0,3,0,1,5.65,39.97,9,67.15
1023,David Smith,2021,2.3,3,4,5,6,1,3.69,20.51,5,50.5
1024,Sarah Miller,2020,1.68,3,1,6,3,1,7.07,85.5,8,116.25
1025,Chris Brown,2021,6.39,0,4,4,7,1,1.79,30.65,4,58.83
1026,John Garcia,2021,4.28,2,4,2,6,0,3.16,28.84,2,52.28
1027,Laura Johnson,2021,7.61,3,2,5,2,0,8.29,92.52,7,127.42
1028,Laura Johnson,2021,3.04,2,4,2,2,0,8.87,77.9,10,109.81
1029,Sarah Davis,2021,8.43,1,3,2,1,1,2.04,72.24,3,93.71
1030,Emily Garcia,2020,9.1,0,3,6,3,0,7.31,37.52,3,68.93
1031,Sarah Jones,2021,2.27,1,0,4,6,1,4.48,25.56,2,46.31
1032,Michael Miller,2021,2.07,1,5,1,3,0,6.92,80.97,5,104.96
1033,Sophia Brown,2021,7.85,0,4,5,2,1,4.67,69.67,4,98.19
1034,Jane Miller,2020,3.12,2,0,1,0,1,6.08,29.57,4,46.77
1035,Jane Martinez,2020,2.68,1,2,6,1,1,1.79,95.95,7,118.42
1036,Chris Brown,2020,7.44,3,1,1,7,1,0.94,59.6,4,84.98
1037,Sophia Martinez,2021,2.99,3,4,1,7,0,3.93,30.19,3,55.11
1038,Sarah Rodriguez,2021,1.81,1,1,2,7,1,3.13,27.21,2,46.15
1039,Sarah Brown,2020,9.51,1,1,5,6,0,9.64,53.05,7,92.2
1040,Chris Johnson,2020,5.84,1,2,2,7,1,5.87,93.01,1,118.72
1041,David Williams,2021,4.78,3,3,3,7,1,3.32,34.63,2,61.73
1042,Jane Rodriguez,2021,6.12,0,3,6,3,1,6.01,68.25,8,101.38
1043,David Smith,2020,9.23,1,2,1,3,0,1.81,98.78,5,121.82
1044,Alex Martinez,2020,6.85,3,1,2,3,1,8.33,88.56,6,119.74
1045,John Jones,2020,5.46,3,2,6,1,1,5.96,76.81,7,108.23
1046,Sophia Jones,2021,5.32,2,0,5,1,0,8.96,23.73,10,56.01
1047,Sarah Rodriguez,2020,7.39,3,3,1,0,0,4.19,54.48,10,83.06
1048,Alex Rodriguez,2021,1.75,1,4,1,5,1,9.32,68,1,92.07
1049,John Garcia,2021,6.75,1,0,5,4,0,1.17,54.87,9,81.79
1050,Sarah Jones,2020,5.84,2,0,6,4,0,4.65,93.48,5,120.97
1051,Emily Johnson,2021,1.26,2,3,1,3,1,7.63,59.7,1,79.59
1052,Emily Brown,2021,4.4,3,3,4,4,1,2.79,84.35,2,108.54
1053,John Williams,2020,1.65,3,2,6,0,0,0.77,84.66,7,105.08
1054,Sarah Rodriguez,2021,2.65,1,0,5,2,1,9.04,73.39,9,103.08
1055,Chris Johnson,2021,8.64,0,4,1,5,1,6.44,76.71,6,108.79
1056,Sarah Garcia,2021,2.33,3,2,6,3,0,5.94,80.4,1,103.67
1057,John Williams,2021,5.79,3,1,3,2,1,7.54,76.13,9,108.46
1058,Emily Garcia,2020,6.41,3,1,3,2,1,5.87,94.69,4,120.97
1059,Michael Johnson,2020,3.69,1,2,2,4,0,9.04,87.38,7,116.11
1060,Jane Davis,2020,6.11,3,1,4,7,1,9.43,89.75,5,126.29
1061,Chris Jones,2021,2.29,0,3,1,4,0,1.29,47.62,4,63.2
1062,Laura Garcia,2021,8.91,3,3,3,0,1,1.05,70.73,9,99.69
1063,David Williams,2020,4.19,1,4,3,5,0,9.07,55.82,3,85.08
1064,Chris Davis,2021,8.1,3,4,5,6,1,3.25,21.06,2,53.41
1065,Emily Smith,2021,3.48,3,5,6,5,0,5.7,66.67,7,101.85
1066,Emily Miller,2020,7.53,3,2,4,7,0,9.68,89.31,2,124.52
1067,Laura Garcia,2020,8.78,1,3,5,3,1,7.27,49.42,9,87.47
1068,Michael Miller,2021,1.49,3,4,5,4,1,3.98,66.14,3,91.61
1069,Emily Jones,2021,4.2,0,5,3,2,1,8.13,36.83,5,65.16
1070,Jane Williams,2021,8.19,1,4,6,0,1,0.54,40.07,8,68.8
1071,Laura Garcia,2021,3.01,3,4,5,5,0,4,22.32,9,55.33
1072,David Miller,2021,3.72,3,2,4,3,0,7.94,80.86,2,106.52
1073,David Miller,2020,3.82,1,0,2,0,1,6.21,35.28,4,53.31
1074,David Williams,2020,3.85,0,4,5,1,1,3.92,48.75,1,68.52
1075,Laura Brown,2020,1.86,3,0,2,5,0,2.12,41.82,2,57.8
1076,Laura Martinez,2020,9.27,3,0,4,0,1,7.91,31.73,7,63.91
1077,Emily Rodriguez,2021,6.83,2,1,5,1,1,1.22,74.51,4,96.56
1078,Michael Davis,2021,4.89,0,3,6,7,1,3.96,86.64,3,115.49
1079,David Smith,2020,5.3,0,4,4,3,1,7.18,43.61,3,71.09
1080,John Smith,2020,7.81,3,3,6,3,1,4.2,64.61,3,95.62
1081,Alex Williams,2021,4.01,3,2,3,1,1,1.61,34.37,7,56.99
1082,Sarah Garcia,2020,9.83,0,3,4,5,1,3.59,93.52,4,123.94
1083,Laura Davis,2020,1.21,3,3,3,5,0,6.82,64.45,6,92.48
1084,John Martinez,2021,4.5,3,4,3,7,0,8.33,75.88,3,108.71
1085,Laura Rodriguez,2020,8.01,3,4,4,3,1,6.64,85.95,6,121.6
1086,David Rodriguez,2021,8.65,2,5,1,2,0,4.25,26.7,3,52.6
1087,Sophia Rodriguez,2021,4.19,3,4,1,7,0,9.22,90.87,9,128.28
1088,Chris Garcia,2020,4.94,0,4,2,4,1,7.01,76.76,6,105.71
1089,Laura Brown,2021,2.8,1,3,4,5,1,9.3,43.92,2,72.02
1090,David Rodriguez,2020,6.03,1,1,2,4,1,4.07,97.73,5,121.83
1091,Sarah Garcia,2020,3.6,1,2,2,1,0,9.32,37.56,9,65.48
1092,Alex Jones,2020,6.97,0,3,4,1,0,1.15,25.17,4,45.29
1093,Sophia Williams,2021,7.13,3,2,6,0,0,1.18,84.61,1,104.92
1094,Alex Rodriguez,2021,6.9,0,3,4,2,1,4.12,73.59,7,101.61
1095,Sophia Williams,2020,6.56,0,4,4,4,0,5.73,63.39,2,89.68
1096,John Smith,2020,1.13,1,5,4,6,1,3.3,71.46,5,97.89
1097,John Martinez,2021,4.78,2,5,4,4,1,1.55,83.69,3,109.02
1098,Laura Johnson,2020,5.86,2,3,3,4,1,3.75,52.15,4,78.76
1099,Laura Jones,2020,5.02,0,0,3,7,1,1.71,48.35,4,70.08
1100,Alex Miller,2020,2.89,3,2,6,5,1,3,72.48,2,97.37
1101,Chris Miller,2021,5.38,1,1,3,2,1,5.63,36.19,5,60.2
1102,Sarah Johnson,2021,8.67,3,1,2,2,1,1.59,65.66,9,93.92
1103,Jane Jones,2021,9.19,3,0,1,3,0,4.92,98.97,8,128.08
1104,Alex Brown,2021,2.34,0,0,3,0,1,5.39,83.43,3,98.16
1105,Chris Smith,2020,1.46,0,3,5,2,0,3.17,58.19,1,73.82
1106,Michael Jones,2021,9.02,1,4,6,7,1,3.64,69.05,5,105.71
1107,John Jones,2021,3.17,2,0,1,1,1,2.07,95.56,1,106.8
1108,Laura Garcia,2020,4.41,1,1,2,3,1,6.65,71.36,6,96.42
1109,Sarah Martinez,2020,5.42,2,3,3,1,0,2.73,38.53,2,57.68
1110,Emily Martinez,2021,5.77,0,2,6,3,0,4.53,41.94,8,71.24
1111,Sophia Garcia,2021,1.35,1,2,4,4,0,7.7,61.45,1,82.5
1112,David Martinez,2021,7.62,0,3,5,3,0,2.49,26.69,2,49.8
1113,David Brown,2020,7.6,1,3,1,0,1,9.98,97.06,2,122.64
1114,John Jones,2021,8.43,2,3,3,4,1,5.06,90.71,5,122.2
1115,Emily Jones,2021,3.35,1,0,2,1,0,0.55,26.4,10,44.3
1116,Emily Rodriguez,2020,7.94,3,1,6,2,1,3.35,82.02,8,114.31
1117,Sarah Williams,2020,4.54,0,2,1,3,1,2.74,26.71,2,42.99
1118,Sophia Jones,2021,5.42,1,5,2,0,0,7.82,47.41,3,71.65
1119,Chris Garcia,2020,1.03,0,3,1,5,1,8.34,30.92,9,59.29
1120,Alex Brown,2020,9.28,3,1,2,2,0,9.6,91.01,8,125.89
1121,Michael Rodriguez,2020,8.62,1,5,6,0,1,3.68,25.36,8,58.66
1122,David Davis,2020,2.61,1,0,3,7,0,7.99,65.51,1,88.11
1123,Sophia Smith,2021,7.61,0,3,4,0,1,6.86,86.66,6,115.13
1124,Emily Johnson,2020,2.44,2,4,2,6,0,8.12,51.81,8,84.37
1125,Michael Smith,2020,3.74,0,2,2,6,1,7.8,85.38,4,111.92
1126,Jane Brown,2021,6.06,2,4,5,2,1,1.32,27.49,6,54.87
1127,Alex Garcia,2021,1.37,3,3,1,1,0,7.84,49.57,6,72.78
1128,Emily Williams,2020,6.05,1,1,6,6,1,9.24,76.71,8,115
1129,Alex Davis,2021,7.51,2,4,6,0,0,8.59,63.6,4,95.7
1130,Sophia Miller,2020,1.2,0,4,2,0,0,3.52,52.47,1,64.19
1131,John Davis,2021,5.56,3,2,5,1,0,2.33,27.29,10,56.18
1132,Chris Davis,2020,5.83,3,3,1,0,0,1.71,42.55,5,62.09
1133,Jane Garcia,2020,4.2,3,1,5,5,0,6.16,27.77,10,62.13
1134,David Jones,2020,4.08,0,0,6,3,0,3.58,20.43,2,39.09
1135,Emily Miller,2020,8.7,0,4,4,3,1,7.54,32.08,3,63.32
1136,Sarah Garcia,2021,5.99,1,3,2,6,0,2.01,72.48,7,99.48
1137,Michael Brown,2021,7.34,1,2,5,5,1,1.47,95.56,8,126.37
1138,Emily Jones,2021,5.07,3,3,2,7,0,9.16,34.66,2,65.89
1139,Sarah Martinez,2021,8.45,0,5,4,4,0,5.16,88.49,5,120.1
1140,David Brown,2021,1.72,2,4,3,5,1,8.85,70.5,10,106.07
1141,Sarah Garcia,2020,3.39,3,2,2,0,0,9.21,81.79,3,104.39
1142,John Martinez,2021,2.91,3,2,5,3,0,4.81,37.81,6,64.53
1143,Emily Brown,2020,8.42,3,2,2,0,1,6.3,27.61,10,60.33
1144,Laura Martinez,2020,1.3,0,4,4,2,1,4.34,22.06,10,48.7
1145,Sophia Garcia,2021,6.38,2,2,4,4,0,9.38,62.08,9,98.84
1146,Jane Johnson,2020,2.78,2,0,5,4,1,7.46,68.44,5,95.68
1147,Alex Davis,2020,7.84,0,5,5,1,1,6.1,73.77,4,103.71
1148,Laura Martinez,2021,3.24,0,4,2,2,0,4.99,35.54,5,56.77
1149,Michael Brown,2021,3.18,1,0,6,0,1,7.6,69.52,5,93.3
1150,Sophia Johnson,2021,8.37,0,4,1,2,1,8.38,72.56,6,103.31
1151,John Martinez,2020,8.94,3,2,1,5,0,2,32.95,8,62.89
1152,Sophia Johnson,2020,7.4,2,0,3,1,0,9.59,71.73,3,97.72
1153,Michael Davis,2020,8.78,3,1,4,5,1,5.18,61.82,5,94.78
1154,Alex Williams,2021,8.6,1,5,2,5,0,8.73,71.32,7,108.65
1155,Alex Jones,2021,4.84,3,5,2,0,1,5.06,94.22,4,119.12
1156,Sarah Davis,2021,7.79,2,1,2,6,1,9.39,94.82,7,131
1157,Alex Brown,2021,9.9,2,2,5,4,0,6.48,83.47,3,115.85
1158,Sarah Brown,2020,7.96,3,5,1,3,0,2.13,43.82,7,72.91
1159,Jane Brown,2020,8.75,2,1,2,0,1,3.71,96.11,5,119.57
1160,Emily Smith,2020,8.51,0,4,2,1,0,4.71,27.27,6,53.49
1161,David Martinez,2021,3.64,3,1,4,0,1,5.39,58,9,85.03
1162,Alex Rodriguez,2020,5.31,1,0,3,6,0,9.43,68.65,2,95.39
1163,Michael Rodriguez,2021,6.69,3,4,5,2,0,0.61,70.98,6,98.28
1164,Sarah Martinez,2021,1.3,2,3,5,7,0,0.89,33.77,8,60.96
1165,John Davis,2021,4.04,2,5,2,7,0,9.05,90.82,10,129.91
1166,Sarah Miller,2021,5.58,1,0,3,1,0,3.01,20.42,3,37.01
1167,Sarah Brown,2021,6.36,0,1,4,1,0,5.74,67.98,10,96.08
1168,Sophia Garcia,2020,5.26,2,0,6,5,0,0.51,43.72,8,70.49
1169,Sarah Johnson,2020,8.89,2,0,4,0,0,1.64,61.83,1,79.36
1170,Chris Johnson,2020,1.97,1,5,2,5,0,3.65,83.35,4,105.97
1171,David Williams,2021,8.54,3,4,1,5,0,8.63,40.71,3,73.88
1172,Sarah Garcia,2021,9.77,2,4,4,2,1,5.83,64.04,2,94.64
1173,Sophia Jones,2021,4.16,2,5,2,7,0,2.42,37.34,9,68.92
1174,Sarah Garcia,2021,4.33,1,3,5,6,1,9.8,83.23,3,116.36
1175,Sarah Williams,2020,4.03,3,2,2,2,0,3.42,56.99,1,74.44
1176,Sarah Johnson,2021,1.98,3,5,5,1,0,8.91,33.36,10,68.25
1177,Michael Rodriguez,2021,6.97,2,3,5,6,1,0.62,30.19,8,62.78
1178,John Davis,2020,5.2,3,5,4,0,0,6.34,26.87,6,56.41
1179,Emily Smith,2021,3.69,2,2,2,0,0,2.91,51.19,8,71.79
1180,Emily Rodriguez,2020,7.85,2,2,1,0,1,3.79,53.29,9,79.93
1181,Sarah Johnson,2020,3.84,0,1,5,5,1,5.51,96.56,3,120.91
1182,John Miller,2020,8.79,2,4,3,7,0,4.73,47.46,1,77.98
1183,Alex Smith,2020,9.37,2,1,6,2,1,6.66,51.26,2,81.29
1184,Sophia Brown,2021,2.8,1,5,4,5,1,4.78,29.51,5,58.09
1185,Emily Miller,2021,9.76,2,0,2,0,0,4.89,85.65,10,114.3
1186,Sarah Brown,2021,8.94,1,4,2,0,1,6.5,64.72,9,97.16
1187,Michael Williams,2021,3.42,0,3,1,2,1,9.3,57.04,9,85.76
1188,Michael Miller,2020,5.72,3,3,4,3,1,6.37,39.53,6,71.62
1189,Michael Miller,2020,9.75,3,3,4,3,1,9.04,94.95,2,129.74
1190,Jane Davis,2021,2,2,5,3,4,0,9.64,52.96,7,85.6
1191,Emily Williams,2021,2.06,2,2,4,3,0,9.68,24.27,4,51.01
1192,David Martinez,2021,5.97,1,5,5,0,0,8.16,34.87,5,65
1193,Alex Garcia,2021,8.02,0,5,2,5,0,5.97,50.03,6,82.02
1194,Laura Martinez,2020,2.69,3,0,3,5,0,2.41,73.21,10,99.31
1195,Chris Miller,2020,8.51,3,0,1,7,0,5.78,85.83,10,121.12
1196,David Smith,2021,2.83,0,4,4,5,1,8.85,35.52,10,71.2
1197,Michael Williams,2021,2.53,2,3,4,6,0,0.84,34.77,2,55.14
1198,Sophia Smith,2021,3.95,1,2,2,1,1,6.48,27.81,9,54.24
1199,Chris Johnson,2020,6.26,0,4,3,0,0,0.74,92.86,1,107.86
1200,Sarah Martinez,2020,5.43,0,1,5,0,1,8.02,85,2,107.45
1201,Laura Davis,2021,6.28,0,2,4,0,0,2.06,66.68,1,82.02
1202,Sophia Jones,2021,9.35,0,0,2,1,1,1.03,48.12,10,72.5
1203,Michael Brown,2021,2.5,1,5,4,4,1,4.71,35.77,2,59.98
1204,Alex Smith,2021,2.3,1,5,1,2,0,3.12,24.98,8,47.4
1205,Sarah Johnson,2020,4.61,2,3,1,5,1,3.21,38.15,6,63.97
1206,Michael Jones,2021,4.7,2,2,3,1,0,6.32,54.43,2,75.45
1207,David Smith,2020,1.56,2,4,6,3,1,5.32,80.36,7,110.24
1208,Michael Davis,2020,7.56,3,4,3,2,0,0.61,48.71,4,72.88
1209,Emily Williams,2020,4.23,2,1,6,4,0,3.77,74.31,2,97.31
1210,Michael Jones,2021,9.35,1,0,2,7,1,2.84,78.07,7,108.26
1211,Emily Jones,2021,3.8,2,4,2,3,0,3.27,92.18,2,112.25
1212,Chris Martinez,2021,5.28,0,3,3,3,0,4.79,62.2,1,82.27
1213,John Davis,2021,1.94,0,5,1,4,1,5.94,37.3,10,66.18
1214,Chris Rodriguez,2020,1.81,0,0,6,7,1,8.85,85.25,2,111.91
1215,Laura Davis,2021,2.84,3,1,2,7,1,6,57.56,9,89.4
1216,Jane Martinez,2021,1.24,2,3,6,2,1,9.16,43.52,7,74.92
1217,Chris Johnson,2020,2.1,2,3,3,6,0,9.59,70.07,8,103.76
1218,Laura Johnson,2020,9.41,3,0,1,1,0,5.29,74,7,100.7
1219,Jane Rodriguez,2020,8.74,2,2,2,7,0,8.81,87.77,5,123.32
1220,Laura Jones,2020,5.22,0,2,2,1,1,1.5,50.99,5,68.71
1221,John Davis,2020,6.92,1,1,3,3,0,7.3,71.23,4,97.45
1222,Sarah Brown,2020,2.37,0,1,5,6,1,4.92,33.26,2,55.55
1223,Jane Brown,2021,5.15,1,0,2,1,0,0.88,25.29,8,43.32
1224,John Martinez,2020,5.1,2,5,5,4,1,5.56,28.21,10,65.87
1225,Sarah Miller,2020,7.56,3,3,4,1,0,4.22,52.02,9,83.8
1226,Emily Davis,2020,2.29,3,3,5,2,1,2.25,67.57,2,88.11
1227,Jane Martinez,2020,5,1,4,2,2,0,6.04,89.03,5,114.07
1228,Laura Smith,2021,5.02,3,0,6,3,0,5.47,51,6,79.49
1229,Laura Johnson,2020,7.53,0,2,2,0,1,6.06,54.81,10,83.4
1230,Michael Davis,2020,3.98,1,4,2,4,1,7.69,86.21,10,119.88
1231,John Davis,2020,4.39,1,4,3,5,0,9.34,86.26,1,113.99
1232,Laura Miller,2021,9.81,0,3,1,7,0,9.63,74.34,6,110.78
1233,David Davis,2020,3.18,1,5,5,5,0,2.32,84.51,2,108.01
1234,Alex Williams,2020,7.48,3,4,3,6,1,1.24,46.64,5,77.36
1235,Michael Johnson,2020,6.35,3,1,4,5,0,3.18,52.4,5,79.93
1236,Alex Miller,2021,2.42,3,2,2,3,1,3.07,48.85,10,75.34
1237,John Rodriguez,2020,4.96,3,5,4,2,0,3.24,76.58,6,104.78
1238,Laura Johnson,2021,3.57,3,4,2,7,0,3.23,56.01,7,85.81
1239,John Brown,2020,3.19,2,3,4,3,0,1.03,58.09,6,80.31
1240,Sarah Rodriguez,2021,6.7,1,4,2,4,0,9.46,87.59,1,115.75
1241,Alex Martinez,2021,6.02,2,3,6,7,1,4.25,97.45,10,136.72
1242,Laura Johnson,2021,8.4,2,5,5,6,0,2.31,43.82,1,73.53
1243,Jane Miller,2020,7.84,3,3,1,4,0,3.93,45.15,8,75.92
1244,Michael Smith,2020,2.28,2,5,1,1,0,2.16,23.45,5,41.89
1245,Sarah Davis,2020,7.53,0,2,2,4,0,9.63,61.44,8,94.6
1246,Michael Martinez,2020,7.28,1,3,1,5,1,7.52,69.93,10,105.73
1247,Jane Johnson,2021,5.63,2,5,1,1,0,3.55,53.57,4,75.75
1248,Michael Rodriguez,2020,3.72,1,5,3,5,1,4.24,62.71,10,95.67
1249,Jane Martinez,2020,6.39,2,3,6,3,1,3.75,46.31,7,78.45
1250,David Rodriguez,2021,7.63,0,2,3,0,1,4.18,76.63,1,95.44
1251,Michael Johnson,2020,4.63,0,0,5,0,1,9.53,65.79,5,90.95
1252,Jane Garcia,2020,8.15,2,5,1,0,0,2.47,77.24,10,105.86
1253,Chris Brown,2021,9.72,3,3,6,0,0,0.75,71.22,10,103.69
1254,David Davis,2021,7.95,3,0,1,3,1,1.72,28.66,7,53.33
1255,Laura Rodriguez,2020,4.98,2,1,4,2,1,0.51,89.6,3,108.09
1256,Michael Garcia,2021,4.58,1,0,5,6,0,2.68,60.61,5,84.87
1257,Alex Davis,2020,9.36,2,3,3,5,0,7.24,44.24,4,77.84
1258,Jane Jones,2021,3.69,2,1,4,3,0,0.55,55.2,1,70.44
1259,Laura Garcia,2021,8.42,3,1,6,3,1,8.73,95.64,2,128.79
1260,Sophia Miller,2021,5.5,1,5,1,4,0,6.81,50.21,9,82.52
1261,Sophia Miller,2021,5.69,0,2,3,2,0,4.53,22.73,3,42.95
1262,Laura Miller,2021,3.49,2,5,3,3,1,7.3,79.93,7,111.72
1263,David Smith,2021,6.34,1,1,5,6,0,3.99,40.03,9,72.36
1264,Jane Jones,2020,1.32,2,3,1,5,0,6.19,34.82,1,54.33
1265,Michael Garcia,2021,3.08,1,4,4,0,0,4.34,56.6,4,77.02
1266,Emily Smith,2021,6.25,3,0,5,7,1,3.37,61.35,4,90.97
1267,David Johnson,2021,6.53,1,2,5,4,1,6.12,57.76,2,85.41
1268,David Johnson,2021,3.25,1,1,4,6,1,6.49,56.02,5,83.76
1269,Sophia Jones,2021,8.16,0,0,4,1,0,0.81,90,9,112.97
1270,John Garcia,2020,1.32,2,4,2,0,1,3.4,42.13,10,65.85
1271,Michael Martinez,2020,7.6,2,4,2,3,1,3.79,47.68,6,77.07
1272,David Rodriguez,2021,3.41,0,5,1,1,1,6.75,49.11,3,70.27
1273,Emily Williams,2021,4.9,1,3,3,3,1,3.41,69.96,2,91.27
1274,David Davis,2021,4.45,0,4,4,3,0,8.5,64.05,3,91
1275,Emily Williams,2020,8,0,2,3,5,0,4.36,35.24,5,62.6
1276,Emily Miller,2021,6.3,2,5,6,5,1,1.34,60.87,4,91.51
1277,David Davis,2021,2.82,2,4,2,2,1,7.23,33.05,6,60.1
1278,John Smith,2021,9.77,3,4,1,3,1,1.52,64.47,4,91.76
1279,Laura Johnson,2020,4.31,2,0,1,5,0,8.56,75.36,6,102.23
1280,David Williams,2020,2.61,0,1,6,3,0,6.58,69.24,10,98.43
1281,Alex Williams,2021,5.52,1,2,3,4,1,8.93,37.99,8,71.44
1282,David Martinez,2021,5.09,3,0,1,2,0,2.3,31.87,9,54.26
1283,Alex Jones,2021,5.39,0,2,6,6,0,9.28,36.46,2,67.13
1284,Sophia Garcia,2021,1.15,1,0,3,4,0,6.3,91.67,2,109.12
1285,Sophia Miller,2020,1.16,0,1,1,1,0,0.67,64.03,1,69.86
1286,Sophia Brown,2020,8.33,0,5,5,4,1,1.15,31.03,3,58.51
1287,Sarah Miller,2020,7.02,0,0,1,5,0,3.82,33.57,6,56.41
1288,Sarah Brown,2021,6.32,2,5,3,1,1,6.51,93.19,3,121.02
1289,Emily Rodriguez,2020,5.32,1,2,4,3,1,3.09,21.53,3,43.94
1290,John Rodriguez,2021,6.53,1,0,5,2,0,7.69,99.88,5,127.1
1291,Chris Garcia,2020,2.79,1,2,4,7,1,2.06,45.83,6,71.68
1292,Chris Brown,2020,9.7,1,3,2,0,1,3.51,90.26,1,111.47
1293,Alex Garcia,2021,5.24,2,5,3,7,0,3.29,29.28,6,60.81
1294,Sarah Garcia,2021,2.69,3,2,5,2,1,1.49,97.31,2,116.49
1295,Sophia Rodriguez,2021,9.76,3,3,1,3,0,2.89,91.36,8,122.01
1296,John Davis,2020,6.84,2,0,4,6,0,2.77,84.48,4,110.09
1297,Alex Williams,2021,9.54,3,2,4,0,1,6.54,28.87,3,57.95
1298,Laura Rodriguez,2020,5.11,0,1,1,3,1,0.82,58.21,9,79.14
1299,Michael Rodriguez,2020,9.4,1,0,5,6,0,4.17,30.94,6,62.51
1300,Jane Miller,2020,3.83,3,1,5,4,0,8.41,61.75,8,94.99
1301,Sophia Brown,2020,7.67,1,0,4,2,0,2.75,55.7,6,79.12
1302,John Davis,2021,5.18,3,3,3,4,1,2.07,22.81,7,51.06
1303,Sophia Miller,2020,1.04,1,1,1,4,0,6.74,57.94,6,78.72
1304,Laura Jones,2020,2.74,0,2,3,6,0,8.94,64.28,6,92.96
1305,Chris Davis,2020,7.21,2,4,1,4,0,9.13,29.31,2,58.65
1306,Jane Smith,2020,8.19,0,2,5,1,1,5.7,60.35,5,88.24
1307,John Garcia,2020,3.39,1,4,5,2,1,7.16,25.17,10,58.72
1308,Sarah Brown,2021,3.78,0,5,6,0,0,7.15,32.2,10,64.13
1309,David Garcia,2021,7.69,2,2,5,7,1,5.28,39.95,10,79.92
1310,David Williams,2020,8.45,3,5,2,5,0,2.19,87.78,8,121.42
1311,John Williams,2021,5.39,3,0,4,0,1,1.03,56.14,7,77.56
1312,Alex Smith,2021,6.43,2,3,5,0,0,8,51.41,3,78.84
1313,David Jones,2021,8.28,3,1,1,2,0,0.86,71.82,7,94.96
1314,Emily Jones,2021,5.47,0,4,4,2,0,3.66,21.2,8,48.33
1315,Michael Miller,2020,1.08,2,3,2,0,0,6.03,53.95,2,70.06
1316,Jane Davis,2021,8.59,3,3,2,5,0,2.74,37.15,3,64.48
1317,Michael Miller,2021,3.05,0,2,4,5,0,6.26,62.2,1,83.51
1318,David Brown,2020,1.08,2,2,5,2,0,8.92,63.39,2,86.39
1319,Emily Smith,2021,7.99,1,5,4,7,1,3.02,59.99,6,95
1320,Sophia Williams,2021,9.37,0,5,2,7,0,2.27,24.35,10,59.99
1321,Laura Miller,2021,7.44,0,5,2,7,1,5,71.88,5,104.32
1322,Chris Brown,2021,3.82,2,0,4,6,0,0.52,82.58,8,106.92
1323,Michael Smith,2020,8.33,2,0,3,7,1,3.25,33.6,2,60.18
1324,Michael Jones,2021,2.69,0,1,3,7,0,1.52,49.02,8,72.23
1325,Emily Garcia,2020,6.81,1,1,5,4,0,2.06,40.47,4,64.34
